product_id,name,price,currency,brand,description,availability,url,thumbnail_image,gallery_images,Category
275.0,EGP,MiniMe,Home > العناية بالجسم > Back to العناية بالجسم > مقشر الجسم AVUVA Vanilla Marshmallow – 200 جرام,in stock,https://aldawaaegy.com/ar/collections/body-care/products/minime-body-lotion-250-ml,https://cdn.shopify.com/s/files/1/0566/6779/9603/files/minime-body-lotion-250-ml-6489759.jpg?v=1762441146,https://cdn.shopify.com/s/files/1/0566/6779/9603/files/minime-body-lotion-250-ml-6489759.jpg?v=1762441146,body-care
119.0,EGP,Avuva,Home > العناية بالجسم > لوشن الجسم مينيم 250 مل > Back to العناية بالجسم > شامبو و جل استحمام ميني 250 مل,sold out,https://aldawaaegy.com/ar/collections/body-care/products/avuva-vanilla-marshmallow-body-scrub-200gm,https://cdn.shopify.com/s/files/1/0566/6779/9603/files/avuva-vanilla-body-scrub-200gm-6607293.webp?v=1762438276,https://cdn.shopify.com/s/files/1/0566/6779/9603/files/avuva-vanilla-body-scrub-200gm-6607293.webp?v=1762438276,body-care
320.0,EGP,MiniMe,Home > العناية بالجسم > مقشر الجسم AVUVA Vanilla Marshmallow – 200 جرام > Back to العناية بالجسم > كريم مرطب للجسم من بيونيكس للبشرة المعرضة لالتهاب الجلد التأتبي 250 مل,in stock,https://aldawaaegy.com/ar/collections/body-care/products/minime-shampoo-shower-gel-250ml,https://cdn.shopify.com/s/files/1/0566/6779/9603/files/minime-shampoo-shower-gel-250ml-1807080.jpg?v=1762437913,https://cdn.shopify.com/s/files/1/0566/6779/9603/files/minime-shampoo-shower-gel-250ml-1807080.jpg?v=1762437913,body-care
519.0,EGP,BIONNEX,Home > العناية بالجسم > شامبو و جل استحمام ميني 250 مل > Back to العناية بالجسم > مقشر الجسم AVUVA Cherry Blossom – 200 جرام,in stock,https://aldawaaegy.com/ar/collections/body-care/products/bionnex-moisturising-body-cream-for-atopic-prone-skin-250ml,https://cdn.shopify.com/s/files/1/0566/6779/9603/files/bionnex-perfederm-ultra-moist-body-cream-250ml-3989378.webp?v=1762437793,https://cdn.shopify.com/s/files/1/0566/6779/9603/files/bionnex-perfederm-ultra-moist-body-cream-250ml-3989378.webp?v=1762437793,body-care
130.0,EGP,Avuva,Home > العناية بالجسم > كريم مرطب للجسم من بيونيكس للبشرة المعرضة لالتهاب الجلد التأتبي 250 مل > Back to العناية بالجسم > مقشر الجسم AVUVA Passion Fruit – 200 جرام,sold out,https://aldawaaegy.com/ar/collections/body-care/products/avuva-cherry-blossom-body-scrub-200gm,https://cdn.shopify.com/s/files/1/0566/6779/9603/files/avuva-cherry-body-scrub-200gm-7631675.webp?v=1762437811,https://cdn.shopify.com/s/files/1/0566/6779/9603/files/avuva-cherry-body-scrub-200gm-7631675.webp?v=1762437811,body-care
119.0,EGP,Avuva,Home > العناية بالجسم > مقشر الجسم AVUVA Cherry Blossom – 200 جرام > Back to العناية بالجسم > مقشر الجسم ذا باثلاند بالعود 300 جرام,sold out,https://aldawaaegy.com/ar/collections/body-care/products/avuva-passion-fruit-body-scrub-200gm,https://cdn.shopify.com/s/files/1/0566/6779/9603/files/avuva-passion-body-scrub-200gm-9322423.webp?v=1762437677,https://cdn.shopify.com/s/files/1/0566/6779/9603/files/avuva-passion-body-scrub-200gm-9322423.webp?v=1762437677,body-care
240.0,EGP,The Bathland,Home > العناية بالجسم > مقشر الجسم AVUVA Passion Fruit – 200 جرام > Back to العناية بالجسم > قناع الوجه والجسم بالشوفان والحليب من ذا باثلاند 150 جرام,sold out,https://aldawaaegy.com/ar/collections/body-care/products/the-bathland-body-scrub-oud-300gm,https://cdn.shopify.com/s/files/1/0566/6779/9603/files/the-bathland-oud-body-scrub-300ml-3708533.png?v=1762438640,https://cdn.shopify.com/s/files/1/0566/6779/9603/files/the-bathland-oud-body-scrub-300ml-3708533.png?v=1762438640,body-care
110.0,EGP,The Bathland,Home > العناية بالجسم > مقشر الجسم ذا باثلاند بالعود 300 جرام > Back to العناية بالجسم > جل الاستحمام برائحة التوت الأزرق من ذا باثلاند 250 مل,sold out,https://aldawaaegy.com/ar/collections/body-care/products/the-bathland-oats-milk-face-body-mask-150gm,https://cdn.shopify.com/s/files/1/0566/6779/9603/files/the-bathland-oats-milk-mask-150gm-1140110.png?v=1762439637,https://cdn.shopify.com/s/files/1/0566/6779/9603/files/the-bathland-oats-milk-mask-150gm-1140110.png?v=1762439637,body-care
85.0,EGP,The Bathland,Home > العناية بالجسم > قناع الوجه والجسم بالشوفان والحليب من ذا باثلاند 150 جرام > Back to العناية بالجسم > مقشر بوبانا الذهبي 300 جرام,sold out,https://aldawaaegy.com/ar/collections/body-care/products/the-bathland-blueberry-shower-gel-250ml,https://cdn.shopify.com/s/files/1/0566/6779/9603/files/the-bathland-blueberry-shower-gel-250ml-9016817.png?v=1762438049,https://cdn.shopify.com/s/files/1/0566/6779/9603/files/the-bathland-blueberry-shower-gel-250ml-9016817.png?v=1762438049,body-care
68.0,EGP,Bobana,Home > العناية بالجسم > جل الاستحمام برائحة التوت الأزرق من ذا باثلاند 250 مل > Back to العناية بالجسم > جل الاستحمام فافيلين فيوليت تويست 200 مل,in stock,https://aldawaaegy.com/ar/collections/body-care/products/bobana-gold-scrub-300gm,https://cdn.shopify.com/s/files/1/0566/6779/9603/files/bobana-gold-scrub-300gm-1401716.png?v=1762438863,https://cdn.shopify.com/s/files/1/0566/6779/9603/files/bobana-gold-scrub-300gm-1401716.png?v=1762438863,body-care
250.0,EGP,Favelin,Home > العناية بالجسم > مقشر بوبانا الذهبي 300 جرام > Back to العناية بالجسم > جل الاستحمام فافلين إنتو ذا وايلد 200 مل,sold out,https://aldawaaegy.com/ar/collections/body-care/products/favelin-violet-twist-shower-gel-200ml,https://cdn.shopify.com/s/files/1/0566/6779/9603/files/favelin-violet-twist-shower-gel-200ml-1367238.webp?v=1762439440,https://cdn.shopify.com/s/files/1/0566/6779/9603/files/favelin-violet-twist-shower-gel-200ml-1367238.webp?v=1762439440,body-care
250.0,EGP,Favelin,Home > العناية بالجسم > جل الاستحمام فافيلين فيوليت تويست 200 مل > Back to العناية بالجسم > جل الاستحمام فافلين ديزيرت ويسبر 200 مل,sold out,https://aldawaaegy.com/ar/collections/body-care/products/favelin-shower-gel-into-the-wild-200ml,https://cdn.shopify.com/s/files/1/0566/6779/9603/files/favelin-shower-gel-into-the-wild-200ml-9212725.webp?v=1762438662,https://cdn.shopify.com/s/files/1/0566/6779/9603/files/favelin-shower-gel-into-the-wild-200ml-9212725.webp?v=1762438662,body-care
250.0,EGP,Favelin,Home > العناية بالجسم > جل الاستحمام فافلين إنتو ذا وايلد 200 مل > Back to العناية بالجسم,sold out,https://aldawaaegy.com/ar/collections/body-care/products/favelin-shower-gel-desert-whisper-200ml,https://cdn.shopify.com/s/files/1/0566/6779/9603/files/favelin-shower-gel-desert-whisper-200ml-3172006.webp?v=1762439433,https://cdn.shopify.com/s/files/1/0566/6779/9603/files/favelin-shower-gel-desert-whisper-200ml-3172006.webp?v=1762439433,body-care
